"idx","review_id","review_date","rating","review_text","reviewer_hash","app_version","thumbs_up","developer_reply","reply_date","아이_학습후_성장경험_부족","부모_체계적_금융학습_확인_부족","돈이_학습행동의_동기가_된_경험","돈보상의_아쉬움_또는_부작용","아이의_학습_지속_흥미_이용의욕","부모의_금전적_보상부담","참고_학습효과_긍정_언급","학습흥미_방향","P2_근거강도","대표_페인포인트","근거가_되는_리뷰_원문","분류_이유"
"210","7fce8f8a-8343-4129-8670-4e992bb884a4","2024-10-24","5","초등 6학년,2학년 자녀에게 용돈을 주기 위해 찾다가 첫번째는 아**자로 실패의 경험을 한 후 다시 찾아낸 사용하기 너무 편한 어플및 카드입니다 매우 만족하며 가르쳐주고싶은 경제개념의 모든 활용이 퍼핀에서 가능해서 추천에 추천을 하고 있습니다 어서 써보세요~~~","a272535a7d41","24.10.0","7","","","0","0","0","0","0","0","1","","","","… 편한 어플및 카드입니다 매우 만족하며 가르쳐주고싶은 경제개념의 모든 활용이 퍼핀에서 가능해서 추천에 추천을 하고 있습니다 어서 써보세요~~~","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"211","59147847-b7f1-4cc5-96fa-fcbfe9e6bef1","2024-10-24","5","초1때 우연한 계기로 퍼핀앱을 알게되서 아들에게 깔아주고 카드도만들어주었는데 아들이 학교마치고 요긴하게잘쓰네요. 지금은 앱이 더업데이트되어서 자녀앱계좌도생겨 직접계좌이체도가능하니 아들용돈필요할때 충전안하고 바로바로 이체합니다. 좋아요","4a2278287c26","24.10.0","4","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","초1때 우연한 계기로 퍼핀앱을 알게되서 아들에게 깔아주고 카드도만들어주었는데 아들이 학교마치고 요긴하게잘쓰네요. 지금은 앱이 더업데이트되어서 자녀앱계좌도생겨 직접…","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"212","357e7190-e8cd-4599-bbaf-874816eae36f","2024-10-24","5","아이에게 용돈주기도 좋고 퍼핀앱 안에서 공부도 할 수 있어서 유용합니다.","6e7f1f38a520","24.10.0","3","","","0","0","0","0","0","0","1","","","","아이에게 용돈주기도 좋고 퍼핀앱 안에서 공부도 할 수 있어서 유용합니다.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"213","5748e61e-8add-41cd-a340-dc7dd9a1a47c","2024-10-24","5","초등학생용돈관리가참좋네요","cb7c125954aa","24.10.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"214","e504f9a1-0cbf-4b10-bb5d-ebfaec5440d6","2024-10-24","5","너무 좋아요.","ba94324cd823","24.10.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"215","a90789f9-c331-496d-a9a3-60a94f688ed0","2024-10-24","5","첫째아이가 용돈카드 쓰고싶다고해서 알아보고 만들어줬는데 너무 편하고 좋다고합니다. 다만 버스카드는 따로 충전을 해야한다는 점이 조금 불편하네요. 충전이 불가능한 편의점도 있어서 (시골이다보니 편의점이 한정적이라) 충전이 가능한 편의점을 찾아가야해서 좀 힘들어요 ㅠ 그 외에는 송금기능이라던지 매일 조금씩 공부할 수 있다는 점, 주식 모의투자를 해볼 수 있는것도 너무 좋습니다. 특히 부모도 같이 모의투자해보고 함께 이야기 나눌 수 있도록 해주신 부분이 너무 좋아요! 곧 둘째도 용돈카드를 만들어야하는데 둘째도 퍼핀으로 만들어주려고요^^","d8e7ba619531","24.10.0","118","","","0","0","0","0","0","0","1","","","","… 힘들어요 ㅠ 그 외에는 송금기능이라던지 매일 조금씩 공부할 수 있다는 점, 주식 모의투자를 해볼 수 있는것도 너무 좋습니다. 특히 부모도 같이 모의투자해보고 함…","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"216","4b4295e7-2239-45fb-b3b7-75e5870a7bdb","2024-10-24","5","아이 용돈 주며 관리도 혼자 스스로 저축도하는 습관을 기를수있어 너무좋아요","2f2f14549c32","24.10.0","1","","","0","0","0","0","0","0","1","","","","아이 용돈 주며 관리도 혼자 스스로 저축도하는 습관을 기를수있어 너무좋아요","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"217","4ff9a5fb-54fd-4cee-983f-8aeb1eb0d55e","2024-10-23","5","모의투자(가상)를 해보니 재미있고 유익하다","29c2de237a68","24.10.0","1","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","모의투자(가상)를 해보니 재미있고 유익하다","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"218","ec6f0134-922b-42e1-b240-2f7776cef848","2024-10-22","5","아주 아이들한테 유용한것같아서 너무 좋아요 덕분에 용돈주기가 편해졌습니다.","b98d714f5800","24.10.0","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"219","015a682b-4809-41a3-9ff6-0fe6d85f1499","2024-10-22","5","모의투자로 아이들과 또 다른 경험을 해보고 대화할 거리가 생겨서 좋아요 정기용돈 넣어주고 쓰다가 급하면 충전해주기도 편하고 꾸준히 퀴즈풀며 아이들이 용돈모아가는것도 좋아보입니다 송금기능도 부모가. 설정할수있게 되어있어서 안심","f260372e70b0","24.10.0","2","","","0","0","1","0","1","0","1","긍정","","돈이_학습행동의_동기가_된_경험","…돈 넣어주고 쓰다가 급하면 충전해주기도 편하고 꾸준히 퀴즈풀며 아이들이 용돈모아가는것도 좋아보입니다 송금기능도 부모가. 설정할수있게 되어있어서 안심","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"220","9eec313c-5cc6-4e45-8949-bb75115b779a","2024-10-21","5","아이들의용돈관리가참쉬워져좋아요","3dd8547ba626","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"221","7d354bbb-84b4-431a-a490-9fbea7a53133","2024-10-21","5","편리합니다. 사용내역 확인 바로되서 좋아요! 어린이들도 애플페이,삼성페이 사용가능했음좋겠어요","34039ccd59e1","24.10.0","3","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"222","20c56b7e-3423-441b-a3ce-a67f9d906127","2024-10-21","5","아들 용돈 카드로 이용중인데 사용하기도 편리하고, 용돈을 계획있게 쓸 수 있어요^^","ca8a8225e428","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"223","af0dbc05-81c3-4f0d-9840-40769b41973c","2024-10-21","5","주식공부도하고 재미있어요","c0b4450aba27","24.10.0","1","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","주식공부도하고 재미있어요","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"224","508d5d12-27ef-482f-a1fe-eda2212c3be0","2024-10-21","5","최고에요,♡♡♡","7945f10c294f","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"225","9a24bdf6-396c-417c-9114-2632e8cd7c7b","2024-10-21","5","아이 용돈기입장처럼 계획적으로 사용가능해서 너무좋구 이벤트.퀴즈도 많아 매일 들어가서 지식도 쌓구 유익합니다.","be50ed96fb2a","24.10.0","5","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","아이 용돈기입장처럼 계획적으로 사용가능해서 너무좋구 이벤트.퀴즈도 많아 매일 들어가서 지식도 쌓구 유익합니다.","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"226","dc070c9b-e995-4e9b-82e3-19fa4a553cc4","2024-10-21","5","초4 아이 첫 체크 신용카드.너무좋네요 어디서 무엇을썼는지 바로 확인가능하고 하루 한도도 지정이되며 공부하면포인트까지.. 잘 쓰고있습니다","609f8b004a02","24.10.0","5","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","초4 아이 첫 체크 신용카드.너무좋네요 어디서 무엇을썼는지 바로 확인가능하고 하루 한도도 지정이되며 공부하면포인트까지.. 잘 쓰고있습니다","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"227","d8c5ef9b-115e-46b2-9496-b1fb7eff4f6d","2024-10-20","1","들어가질때 비번 치고 생체인증하고 들어가는데 갑자기 퍼핀이 작동하지 않음. 이렇게 뜸 또 들어가니 와이파이를 확인해달라고 함","0b46d03b0b33","","13","안녕하세요 회원님, 와이파이를 확인해달라고 메세지가 떴다면 와이파이를 끄고 로그인 해보시길 바랍니다. 감사합니다.","2024-10-21","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"228","4ab6d746-7b2f-4917-a4fe-652b4e995418","2024-10-14","5","안녕하세요 부모님 맴버십 잘못 요청 했는데 취소 해주세요","0a77d591f7d9","","1","안녕하세요 회원님! 멤버십 관련 문의는 앱 내 고객센터 1:1문의를 통해 요청해주시길 바랍니다^^ 감사합니다.","2024-10-16","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"229","0295b856-1b09-4fdc-8619-cf3b49add467","2024-10-12","5","매일매일 퀴즈 풀면서 경제지식을 쌓아가는게 너무 좋습니다!!","659df109b906","24.10.0","4","","","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","매일매일 퀴즈 풀면서 경제지식을 쌓아가는게 너무 좋습니다!!","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"230","5d9a4f6a-0eff-43df-85e4-accf6a65aca5","2024-10-11","5","너무 좋아요","cc25c63420c3","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"231","5ed98c1c-414c-4b14-9673-5da067709125","2024-10-09","5","모이투자로투자는 위험을 감수해야한다는것을 알았어요","50e7be309860","24.9.1","1","","","0","0","0","0","0","0","1","","","","모이투자로투자는 위험을 감수해야한다는것을 알았어요","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"232","eaa80041-635c-4226-85d6-64d11b69c8e1","2024-10-09","5","최고다","5bc7d85f34c0","24.10.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"233","0cb325b9-825e-408b-ada4-f4710e3a87ed","2024-10-09","5","아이에게 용돈을 효율적으로 전달할수 있고 아이도 계획에 맞게 잘 쓸수 있어서 너무 좋은 앱인거 같아요. 요즘 주식투자게임도 하는데 너무 좋아하네요","0bd6ce48ff76","24.9.1","5","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","아이에게 용돈을 효율적으로 전달할수 있고 아이도 계획에 맞게 잘 쓸수 있어서 너무 좋은 앱인거 같아요. 요즘 주식투자게임도 하는데 너무 좋아하네요","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"234","72ecb915-ddb2-490a-ad8e-54d1b6820075","2024-10-09","5","용돈받기 좋아요","36df2d18e0a8","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"235","b8c4207f-c0d5-4df3-8668-b25addea3d09","2024-10-09","5","어디든지 되어서 좋고 1번씩 보너스퀴즈도 생겨서너무좋다","95db56a65ce8","24.10.0","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"236","a27c0d71-b2e3-484a-a10d-215d26b898f6","2024-10-08","5","모이투자로 주식투자 지식을 얻을수있어서 좋다","dd5346d2300e","24.9.1","1","","","0","0","0","0","0","0","1","","","","모이투자로 주식투자 지식을 얻을수있어서 좋다","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"237","7196124c-e72b-487f-82fa-c763d684d4e1","2024-10-08","5","카드의 디자인도 예쁘고 송금이 되어 편하고. 저금통과 퀴즈. 등등 좋은 기능이 많아 좋습니다!","c103b2bb4e02","24.10.0","5","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"238","a7873d4f-0746-42c3-b6b5-0d1ab2c00b6e","2024-10-08","5","주식 비슷한 투자를 경험해볼 수 있어서 좋았던거 같아요 각종 경제에 관한 퀴즈들도 풀때마다 용돈이 들어와서 지식도 쌓고 용돈도 꽤 쏠쏠해서 재미있어요","f487a954f2db","24.10.0","5","","","0","0","1","0","1","0","1","긍정","","돈이_학습행동의_동기가_된_경험","주식 비슷한 투자를 경험해볼 수 있어서 좋았던거 같아요 각종 경제에 관한 퀴즈들도 풀때마다 용돈이 들어와서 지식도 쌓고 용돈도 꽤 쏠쏠해서 재미있어요","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"239","5b637e29-833f-49f8-9bae-d0064bee6983","2024-10-08","5","되게 이벤트도 많고 매일 퀴즈를풀어 용돈을 받을수있는것도 좋아요!","6974101618d6","24.10.0","4","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","되게 이벤트도 많고 매일 퀴즈를풀어 용돈을 받을수있는것도 좋아요!","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"240","36743dca-7af0-4998-ba9b-ff0873617942","2024-10-08","5","용돈 받기도 편하고 퀴즈,모의투자 등 시스템이 좋습니다 😎","b0e2a64aa98e","24.10.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"241","526d3390-bde5-4eec-a425-6b1c35374dba","2024-10-08","5","쉽게 주식 투자 할 수 있어 좋아요!","ea163215e1b2","24.10.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"242","61fb8a85-55c3-4f3c-8977-40783990edd9","2024-10-08","5","여기서 용돈을 쓰고 벌고, 모의투자도 하고 퍼핀은 아주 베스트한 앱이예요. 나중에 새로운 기능도 추가했으면 참 좋겠어요.","6aeeb88bc4e8","24.10.0","5","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"243","9f93ddfb-03c2-4daf-8235-60a5990f1818","2024-10-08","5","용돈","c6ec9563b1e4","","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"244","e09e4e26-5db8-4b13-b6c8-15f6d6620aa0","2024-10-08","5","어린이도 주식을 체험해 볼수 있고 부모님도 함께 할수 있어서 좋았습니다.","338b653ab464","24.10.0","4","","","0","0","0","0","0","0","1","","","","어린이도 주식을 체험해 볼수 있고 부모님도 함께 할수 있어서 좋았습니다.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"245","b47577a9-2d8c-4a1a-b5dd-a9dbebca5a3d","2024-10-08","5","넘 좋고 쓰기 편리함!!진짜 강추","89107b7d5f8a","24.10.0","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"246","0afd1f28-de36-4302-a8cf-1f32708eaaf5","2024-10-08","5","앱이 너무 편리하고 좋으며, 간편하고 깔끔해서 용돈 관리도 편하다.","54ce000c8785","24.10.0","4","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"247","a8571522-647e-4de8-a32f-dab8b15af358","2024-10-08","5","모의투자 재밌어서 중독될뻔 ㅋㅋ 근데 1000등에도 못 들어감..","b1591000aa72","24.9.1","2","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","모의투자 재밌어서 중독될뻔 ㅋㅋ 근데 1000등에도 못 들어감..","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"248","fd40b7e9-464a-4086-ad63-b27cfd042d8f","2024-10-08","4","가상계좌 생겨서 좋았고 문제 풀면서 돈을 받으니까 정말 좋은것 같아요","ef8acb1d6f82","24.10.0","2","","","0","0","1","0","0","0","0","","","돈이_학습행동의_동기가_된_경험","가상계좌 생겨서 좋았고 문제 풀면서 돈을 받으니까 정말 좋은것 같아요","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"249","b7db8a01-92db-479c-8cbe-cac6b4fc331b","2024-10-08","5","쉽게 주식을 체험해볼 수 있어서 너무 좋은 경험이 되었어요!교통 카드도 되고 너무 좋아요!!완전 추천 합니다!!","27c8842a81cb","24.10.0","5","","","0","0","0","0","0","0","1","","","","쉽게 주식을 체험해볼 수 있어서 너무 좋은 경험이 되었어요!교통 카드도 되고 너무 좋아요!!완전 추천 합니다!!","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"250","f25a534c-a395-457c-8b54-5f46d5121c28","2024-10-08","5","이제 버스카드까지 같이 할수 있어서 하나만 가지고다니기 좋은것같아요","ab0c877db03a","24.10.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"251","aab964c6-a45d-4ae8-b8aa-01456fd77483","2024-10-08","5","용돈도 벌수 있고 투자도 해서 즐거워요","eb5d01192054","24.10.0","2","","","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","용돈도 벌수 있고 투자도 해서 즐거워요","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"252","a906bbce-6691-4991-a309-dcbd0eff28fd","2024-10-08","5","모의투자로 투자의 경험을했습니다!","d8b8855d5403","24.10.0","1","","","0","0","0","0","0","0","1","","","","모의투자로 투자의 경험을했습니다!","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"253","1517dfd9-1b33-4c05-baf9-e570acc860d8","2024-10-03","5","넘모 조코","d712fae49ffa","24.9.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"254","a222a02d-37b1-4406-88ad-24648299f0f1","2024-09-23","4","지금 퍼핀을 사용하고 있는 유저입니다. 제가 퍼핀을 사용하는 동안 다른 사람이나 친구들에게 송금을 하게 되는데 그게 알수없는데 기타로 카토고리 설정이 되다보니 소비를 내가 이상한 곳에다가 하고있나 라는 생각이 들기도 하기 송금을 한 곳에 카테고리를 수정할 수 있게 해주셨으면 좋겠습니다. 그리고 퍼핀을 사용할때 가끔 가다가 저의 잔액이 안보일때가 있긴한데 그때 사용할때 살짝 불편하네요.. 그리고 평소 용돈날 오전 7시나 8시 사이에 들어온다고 되있지만 오후 3시나 2시 쯤 들어오는 게 생기게 되어 살게 있어도 제때 못 사게 됩니다. 그외에는 퍼핀 사용하기 정말 편하고 요즘엔 지문인식도 되서 퍼핀 열기가 정말 편해요! 그리고 퍼핀으로 매일 퀴즈풀고해서 돈도 받고 경제 지식도 올라가서 일석이조여서 정말 좋습니다!","a111d6b4c495","24.9.1","2","","","0","0","1","0","1","0","1","긍정","","돈이_학습행동의_동기가_된_경험","…되서 퍼핀 열기가 정말 편해요! 그리고 퍼핀으로 매일 퀴즈풀고해서 돈도 받고 경제 지식도 올라가서 일석이조여서 정말 좋습니다!","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"255","ab1f4176-9ed8-43f2-9a4a-9d3cb2e42de1","2024-09-22","5","바코드에서CU추가해주세요","59daa2aad3aa","24.9.1","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"256","5179094d-1b3a-4015-a88d-25d64c8d5c9a","2024-09-19","3","용돈 쓴 내역만 알람을 받고싶으면 어떻게 설정해야하나요?","eec02e9fcec1","24.9.1","1","안녕하세요 회원님, 알림으로 인해 불편을 드려 죄송합니다. 더보기 > 설정 > 서비스 알림에만 ON 해주시면 되세요^^ 간혹 이벤트 중에서도 서비스와 관련된 주요 알림으로 발송되는 건들이 있는데 보다 엄밀히 구분하여 전달드릴 수 있도록 하겠습니다! 감사합니다 :)","2024-09-19","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"257","571bfbbe-2633-4d4d-aee4-3bda7fecd66f","2024-09-19","3","다 좋아요. 다만 제~~~~발 이벤트알림해제한 사람한테는 광고나 뉴스같은 알림 좀 안오게해주세요. 정말 짜증나요. 이것때문에 카카오통장으로 넘길까 진지하게 고민하게되네요.","6e2d1c2023f0","24.9.1","2","안녕하세요 회원님, 알림으로 인해 불편을 드려 죄송합니다. 간혹 이벤트 중에서도 서비스와 관련된 주요 알림으로 발송되는 건 들이 있는데 보다 엄밀히 구분하여 전달 드릴 수 있도록 하겠습니다! 감사합니다 :)","2024-09-19","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"258","6136746a-e122-4151-b7b3-bad24d3341fc","2024-09-16","5","모의주식 참여는 어떻게 하는 건가요? 돈을 투자했는데 참여 안했다고 나오네요.","9c76ac740b28","24.9.1","1","안녕하세요 회원님! 현재 모의투자 시스템에 오류가 생겨서 수정 복구 중에 있습니다. 오후부터는 정상 작동될 예정이니 조금만 기다려주세요. 감사합니다^^","2024-09-16","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"259","71cb4f59-8424-4b6c-b4e5-beb36f89eab4","2024-09-13","5","이번 업데이트는 주식투자가 꿈인 저에게 아주 기쁜 업데이트입니다. 모의투자로 모은 투자금은 퍼핀 내지갑에 모이는건가요, 투자금에 모이는건가요?","9bc92a3d4f8f","24.9.1","13","안녕하세요^^ 가상계좌 번호 보기 기능이 업데이트 되었습니다! 최신 버전으로 업데이트 해주시길 바랍니다. 이용해주셔서 감사합니다~!","2024-06-18","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"260","17ebb6d4-6397-498e-a57f-c91231f36504","2024-09-01","5","너무 편리해요","027e0f9b873c","","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"261","a2cd2e14-0bd4-407a-9c14-7f01f271d391","2024-08-28","5","다 좋지만 만원 초과 결재시 부모님께 전송안하는것도 있으면 좋을꺼 같아요 만원 이상쓰면 귀신같이 알아내서 물어보시거든요;","f2b627e1af5e","24.8.1","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"262","e7b698bb-1a7e-47a6-82da-21c6612c4830","2024-08-25","5","21세 여자인데 카드 디자인이 예뻐서 다운 받았어요. 초등학생 말고 저도 쓰게 해주세요.","0a8fef4b99a8","24.8.1","2","안녕하세요 회원님 :) 성인의 경우 카드는 발급할 수 없지만 바코드 결제로 포인트 적립 혜택을 받으실 수 있습니다^^ 대학생도 사용할 수 있는 용돈카드도 기획해보도록 하겠습니다! 감사합니다.","2024-09-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"263","462fbf15-1ef1-40ee-845b-64d616d181bf","2024-08-23","5","굿","824190b6e74d","","5","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"264","bb444dbf-7a61-470c-9cc2-3aba14054b93","2024-08-06","5","마마랑 같이 하는 퍼핀","d0519b2656e0","24.7.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"265","4f2593ac-60ca-4d29-b619-2f2d04560648","2024-08-06","5","안녕하세요.지금 퍼핀한지 2년 됬습니다. 퍼핀이라는 앱 자체가 너무 맘에 들었어요. 혹시 부탁인데 올리브영이랑 스타벅스 접릭좀 해주시면 안 될까요? 그리고 할인까지 되는 것도 해드리면 안 될까요?","84a0f05106b7","24.7.1","4","안녕하세요 회원님^^ 퍼핀을 잘 활용해주셔서 감사합니다:) 문의에 대한 자세한 답변은 고객센터 1:1 상담으로 답변드릴 수 있습니다! 언제든 앱 우측 상단 설정 > 고객센터를 찾아주셔서 말씀 주시면 감사하겠습니다.","2024-08-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"266","3ec37246-d422-41f2-a3ae-74ad4e3d09e7","2024-08-04","5","저는 현재는 너무 잘쓰고 있구욤! 딴 사람처럼 오류도 인니서 편했어욤!","ff770a729ed0","24.7.1","6","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"267","174a65cf-73c5-455b-9c07-326b9d4f6d6b","2024-07-31","4","용돈 지급 일시정지 기능이 있으면 좋겠어요 방학때나 용돈을 잠시 중단하고 싶을때 요긴할듯해요","20cfc8d38de0","24.7.0","2","안녕하세요 회원님, 의견 감사합니다^^ 용돈 계약 수정을 통해 정기 용돈을 0원으로 설정해주시면 지급되지 않습니다! 언제든 고객센터 1:1문의를 통해 새로운 제안 말씀주시면 더욱 빠른 반영과 답변 드릴 수 있도록 하겠습니다.","2024-08-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"268","c5916ebf-0004-4080-9dd3-56eb048b099b","2024-07-19","1","바코드 결제가 안됌","69a0ab079847","24.7.0","1","안녕하세요 회원님, 현재까지 바코드 결제 관련 오류는 전혀 없었습니다만 어떤 단계에서 안되신다는 것인지 자세히 알려주시면 사용방법을 알려드리도록 하겠습니다^^ 앱 내 설정>고객센터>1:1문의로 알려주시면 빠르게 안내 드리겠습니다. 감사합니다.","2024-07-22","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"269","9da2089e-23a0-4d67-8619-67453b9a7049","2024-07-19","5","좋았어요","df1960f44dd3","24.7.0","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"270","bddb6a78-e884-4821-b529-103279aea41a","2024-07-15","5","간편히 용돈을 벌수 있다","00e7d2c3bbfe","24.7.0","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
